country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
PL,Poland,Pomeranian Voivodeship,Chojnice County,,,,ChIJAUpkRWpCAkcRHlj3b-rREok,2021-03-26,-8,13,37,,7,3
PL,Poland,Pomeranian Voivodeship,Chojnice County,,,,ChIJAUpkRWpCAkcRHlj3b-rREok,2021-03-27,-36,-3,29,,-2,5
PL,Poland,Pomeranian Voivodeship,Chojnice County,,,,ChIJAUpkRWpCAkcRHlj3b-rREok,2021-03-28,-2,,21,,4,4
PL,Poland,Pomeranian Voivodeship,Chojnice County,,,,ChIJAUpkRWpCAkcRHlj3b-rREok,2021-03-29,-21,4,-21,,3,6
PL,Poland,Pomeranian Voivodeship,Chojnice County,,,,ChIJAUpkRWpCAkcRHlj3b-rREok,2021-03-30,-10,11,,,-19,4
PL,Poland,Pomeranian Voivodeship,Chojnice County,,,,ChIJAUpkRWpCAkcRHlj3b-rREok,2021-03-31,-4,24,,,-19,3
PL,Poland,Pomeranian Voivodeship,Chojnice County,,,,ChIJAUpkRWpCAkcRHlj3b-rREok,2021-04-01,-4,33,15,,-16,5
PL,Poland,Pomeranian Voivodeship,Chojnice County,,,,ChIJAUpkRWpCAkcRHlj3b-rREok,2021-04-02,-4,35,47,,-12,7
PL,Poland,Pomeranian Voivodeship,Chojnice County,,,,ChIJAUpkRWpCAkcRHlj3b-rREok,2021-04-03,-42,-11,3,,-24,11
PL,Poland,Pomeranian Voivodeship,Chojnice County,,,,ChIJAUpkRWpCAkcRHlj3b-rREok,2021-04-04,-61,,58,,-5,2
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-01-01,-83,-87,,,-80,25
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-01-02,-22,-6,,,-23,
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-01-03,-48,,,,-23,
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-01-04,,-1,,,-13,9
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-01-05,5,21,,,-28,8
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-01-06,,-81,,,-77,24
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-01-07,0,-2,,,-27,10
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-01-08,-11,-2,,,-8,9
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-01-09,-14,1,,,-4,
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-01-10,-51,,,,-16,
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-01-11,,-5,,,-6,8
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-01-12,-8,-14,,,-24,7
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-01-13,-9,-12,,,-24,7
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-01-14,-3,-13,,,-24,8
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-01-15,-19,-8,,,-7,7
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-01-16,-24,-9,,,-6,
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-01-17,-54,,,,-22,
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-01-18,,-13,,,-5,8
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-01-19,,-17,,,-21,7
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-01-20,,-13,,,-22,8
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-01-21,-7,-8,,,-17,7
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-01-22,-16,-6,,,3,6
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-01-23,-18,-3,,,-5,
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-01-24,,,,,-22,
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-01-25,,-9,,,-3,7
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-01-26,-12,-13,,,-19,7
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-01-27,-12,-15,,,-20,7
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-01-28,-10,-12,,,-21,7
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-01-29,-14,-6,,,0,6
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-01-30,-17,0,,,0,
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-01-31,-41,,,,-4,
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-02-01,,-11,,,-1,6
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-02-02,-9,-13,,,-19,6
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-02-03,-11,-14,,,-21,7
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-02-04,-12,-17,,,-21,8
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-02-05,-12,4,,,2,5
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-02-06,-18,-4,,,-6,
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-02-07,,,,,-19,
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-02-08,,-11,,,-5,7
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-02-09,,-9,,,-21,8
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-02-10,-8,-5,,,-20,7
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-02-11,0,-8,,,-20,6
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-02-12,-11,-4,,,2,6
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-02-13,-12,7,,,-3,
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-02-14,-33,,,,-13,
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-02-15,,1,,,0,5
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-02-16,-5,-8,,,-16,5
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-02-17,-16,-11,,,-19,8
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-02-18,-9,-7,,,-19,7
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-02-19,-13,-2,,,4,6
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-02-20,-14,6,,,5,
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-02-21,-32,,,,-12,
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-02-22,,2,,,3,4
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-02-23,5,-7,,,-15,5
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-02-24,1,1,,,-19,4
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-02-25,5,1,,,-15,5
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-02-26,-1,6,,,4,4
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-02-27,1,7,,,1,
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-02-28,-41,,,,-12,
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-03-01,,4,,,1,4
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-03-02,3,-6,,,-15,4
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-03-03,6,0,,,-15,3
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-03-04,-3,-7,,,-15,5
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-03-05,-4,3,,,6,3
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-03-06,-5,8,,,0,
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-03-07,-55,,,,-24,
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-03-08,,18,,,1,3
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-03-09,-1,-5,,,-18,4
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-03-10,8,4,,,-17,4
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-03-11,-11,-6,,,-20,8
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-03-12,-8,6,,,0,5
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-03-13,-10,4,,,0,
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-03-14,-51,,,,-21,
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-03-15,,3,,,2,5
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-03-16,1,-6,,,-16,5
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-03-17,3,-2,,,-17,5
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-03-18,2,-3,,,-16,6
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-03-19,-10,2,,,9,5
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-03-20,-10,6,,,-3,
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-03-21,-45,,,,-19,
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-03-22,,3,,,-1,5
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-03-23,-5,-2,,,-16,5
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-03-24,4,3,,,-17,6
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-03-25,10,9,,,-17,5
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-03-26,9,13,,,4,3
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-03-27,-13,3,,,4,
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-03-28,-32,,,,-9,
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-03-29,,-2,,,-7,7
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-03-30,15,1,,,-21,3
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-03-31,16,16,,,-21,1
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-04-01,24,24,,,-25,5
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-04-02,20,39,,,-15,7
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-04-03,-22,-5,,,-24,
PL,Poland,Pomeranian Voivodeship,Człuchów County,,,,ChIJESAWHhElAkcRoM8OrTIOAgM,2021-04-04,,,,,-6,
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-01-01,-85,-90,27,-77,-87,28
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-01-02,-49,-26,14,-54,-35,11
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-01-03,-65,-49,-12,-51,-19,8
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-01-04,-37,-12,-25,-47,-32,15
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-01-05,-31,5,-30,-51,-41,13
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-01-06,-77,-83,13,-71,-84,30
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-01-07,-35,-7,-16,-49,-39,15
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-01-08,-39,-8,-6,-45,-28,14
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-01-09,-46,-17,-29,-48,-16,9
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-01-10,-63,-37,1,-47,-13,6
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-01-11,-35,-13,-22,-46,-27,13
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-01-12,-36,-14,-14,-50,-37,13
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-01-13,-38,-16,-3,-50,-36,13
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-01-14,-40,-16,-17,-51,-38,12
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-01-15,-46,-16,-5,-44,-28,11
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-01-16,-53,-23,-16,-46,-20,7
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-01-17,-69,-44,-9,-49,-16,5
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-01-18,-42,-17,-36,-46,-28,13
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-01-19,-43,-17,-26,-51,-36,13
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-01-20,-43,-18,-32,-51,-35,14
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-01-21,-41,-15,-24,-50,-34,13
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-01-22,-43,-13,-16,-44,-24,12
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-01-23,-50,-22,-52,-53,-16,9
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-01-24,-68,-44,-39,-55,-15,7
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-01-25,-40,-15,-22,-47,-26,12
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-01-26,-39,-15,-19,-52,-35,12
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-01-27,-40,-16,-12,-50,-33,13
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-01-28,-42,-16,-24,-50,-34,13
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-01-29,-42,-10,-20,-44,-23,12
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-01-30,-49,-20,-25,-45,-14,8
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-01-31,-40,76,-2,-44,-1,4
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-02-01,-26,-15,-25,-43,-24,11
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-02-02,-28,-11,-19,-49,-34,12
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-02-03,-29,-12,-26,-48,-33,13
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-02-04,-31,-12,-21,-48,-33,12
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-02-05,-32,-4,-12,-41,-22,11
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-02-06,-35,-13,-13,-43,-12,7
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-02-07,-68,-46,-34,-56,-12,6
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-02-08,-34,-17,-50,-48,-25,13
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-02-09,-34,-11,-22,-47,-35,13
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-02-10,-31,-9,-23,-47,-33,13
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-02-11,-29,-10,-26,-42,-32,12
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-02-12,-31,-5,-15,-41,-22,12
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-02-13,-29,-5,-3,-35,-12,6
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-02-14,-46,-25,21,-38,-7,4
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-02-15,-28,-9,-17,-41,-22,11
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-02-16,-28,-8,-13,-45,-32,12
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-02-17,-37,-16,-31,-46,-31,13
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-02-18,-31,-8,-10,-44,-30,12
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-02-19,-35,-6,-21,-41,-21,12
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-02-20,-30,-7,-1,-36,-8,6
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-02-21,-53,-20,28,-37,-5,4
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-02-22,-27,-6,-8,-39,-21,11
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-02-23,-26,-5,11,-41,-30,11
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-02-24,-26,-6,17,-40,-30,11
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-02-25,-22,-1,47,-38,-29,10
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-02-26,-26,1,0,-37,-19,11
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-02-27,-21,-2,29,-29,-5,4
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-02-28,-50,-18,14,-38,-6,4
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-03-01,-24,-3,0,-39,-21,10
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-03-02,-25,-4,-8,-44,-31,11
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-03-03,-25,-6,8,-41,-30,11
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-03-04,-29,-5,-28,-46,-30,12
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-03-05,-28,1,-9,-37,-20,11
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-03-06,-22,-2,11,-33,-6,5
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-03-07,-61,-35,-51,-50,-10,6
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-03-08,-20,6,-29,-39,-21,11
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-03-09,-23,-2,-10,-42,-31,12
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-03-10,-21,-1,-1,-41,-30,11
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-03-11,-29,-8,-39,-47,-31,13
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-03-12,-21,4,-8,-35,-20,11
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-03-13,-44,-10,-21,-44,-10,8
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-03-14,-66,-33,-41,-51,-11,7
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-03-15,-36,-6,-11,-42,-22,12
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-03-16,-32,-3,25,-43,-32,12
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-03-17,-35,-7,-6,-46,-31,13
PL,Poland,Pomeranian Voivodeship,Gdańsk,,,,ChIJe_rUFBxz_UYR43WAxU35cps,2021-03-18,-37,-6,-13,-48,-31,13
